0  0.1  0.2  0.3  0.4  0.5  0.6  0.7  0.8  0.9  1.0  1.25  1.5  1.75  2.0  2.25  2.5  2.75  3.0  3.25  3.5  3.75  4.0  4.25  4.5  4.75  5.0  5.5  6.0  6.5  7.0 
3.4  3.149E+07  1.626E+07  9.936E+06  7.189E+06  5.201E+06  4.172E+06  3.347E+06  2.750E+06  2.314E+06  1.947E+06  1.360E+06  9.500E+05  6.608E+05  4.596E+05  3.284E+05  2.346E+05  1.546E+05  1.019E+05  6.766E+04  4.493E+04  2.801E+04  1.747E+04  1.005E+04  5.787E+03  3.131E+03  1.694E+03  3.892E+02  7.969E+01  1.496E+01  2.492E+00
3.5  3.398E+07  1.744E+07  1.075E+07  7.961E+06  5.895E+06  4.729E+06  3.794E+06  3.100E+06  2.581E+06  2.148E+06  1.501E+06  1.048E+06  7.449E+05  5.292E+05  3.672E+05  2.548E+05  1.749E+05  1.200E+05  7.739E+04  4.992E+04  2.953E+04  1.747E+04  9.432E+03  5.094E+03  2.668E+03  1.397E+03  3.097E+02  5.595E+01  1.048E+01  1.746E+00
3.6  3.692E+07  1.978E+07  1.234E+07  8.950E+06  6.494E+06  5.181E+06  4.134E+06  3.388E+06  2.850E+06  2.398E+06  1.764E+06  1.298E+06  8.748E+05  5.895E+05  4.170E+05  2.949E+05  1.920E+05  1.249E+05  7.897E+04  4.992E+04  2.910E+04  1.696E+04  9.017E+03  4.794E+03  2.398E+03  1.199E+03  2.496E+02  3.993E+01  7.295E+00  1.149E+00
3.7  3.841E+07  2.114E+07  1.337E+07  9.721E+06  7.068E+06  5.619E+06  4.467E+06  3.661E+06  3.093E+06  2.613E+06  1.859E+06  1.323E+06  9.049E+05  6.189E+05  4.392E+05  3.117E+05  1.973E+05  1.249E+05  7.734E+04  4.787E+04  2.715E+04  1.539E+04  8.127E+03  4.291E+03  2.074E+03  1.002E+03  1.962E+02  3.090E+01  4.664E+00  1.072E+00
3.8  3.995E+07  2.256E+07  1.447E+07  1.055E+07  7.687E+06  6.089E+06  4.824E+06  3.954E+06  3.354E+06  2.845E+06  1.959E+06  1.349E+06  9.358E+05  6.494E+05  4.624E+05  3.293E+05  2.028E+05  1.249E+05  7.575E+04  4.593E+04  2.534E+04  1.398E+04  7.332E+03  3.846E+03  1.796E+03  8.387E+02  1.546E+02  2.397E+01  2.995E+00  0.000E+00
3.9  4.189E+07  2.442E+07  1.588E+07  1.153E+07  8.365E+06  6.603E+06  5.212E+06  4.250E+06  3.581E+06  3.017E+06  2.105E+06  1.469E+06  9.912E+05  6.687E+05  4.640E+05  3.220E+05  1.929E+05  1.156E+05  7.036E+04  4.283E+04  2.330E+04  1.267E+04  6.558E+03  3.393E+03  1.557E+03  7.146E+02  1.211E+02  1.583E+01  1.727E+00  0.000E+00
4.0  4.391E+07  2.642E+07  1.742E+07  1.259E+07  9.099E+06  7.156E+06  5.628E+06  4.566E+06  3.821E+06  3.198E+06  2.262E+06  1.600E+06  1.050E+06  6.885E+05  4.656E+05  3.148E+05  1.835E+05  1.070E+05  6.538E+04  3.995E+04  2.143E+04  1.150E+04  5.869E+03  2.996E+03  1.351E+03  6.094E+02  9.489E+01  1.048E+01  0.000E+00  0.000E+00
4.1  4.587E+07  2.784E+07  1.842E+07  1.328E+07  9.581E+06  7.579E+06  5.996E+06  4.884E+06  4.097E+06  3.436E+06  2.345E+06  1.600E+06  1.022E+06  6.531E+05  4.321E+05  2.859E+05  1.701E+05  1.013E+05  6.085E+04  3.657E+04  1.959E+04  1.050E+04  5.305E+03  2.681E+03  1.178E+03  5.173E+02  7.414E+01  7.235E+00  0.000E+00  0.000E+00
4.2  4.793E+07  2.935E+07  1.949E+07  1.402E+07  1.009E+07  8.029E+06  6.390E+06  5.226E+06  4.393E+06  3.693E+06  2.431E+06  1.600E+06  9.955E+05  6.194E+05  4.009E+05  2.595E+05  1.577E+05  9.582E+04  5.661E+04  3.345E+04  1.790E+04  9.582E+03  4.794E+03  2.398E+03  1.026E+03  4.388E+02  5.786E+01  4.988E+00  0.000E+00  0.000E+00
4.3  4.942E+07  3.029E+07  2.016E+07  1.457E+07  1.053E+07  8.321E+06  6.574E+06  5.353E+06  4.491E+06  3.769E+06  2.408E+06  1.538E+06  9.558E+05  5.941E+05  3.765E+05  2.386E+05  1.445E+05  8.744E+04  5.146E+04  3.029E+04  1.627E+04  8.744E+03  4.318E+03  2.132E+03  8.898E+02  3.713E+02  4.492E+01  3.340E+00  0.000E+00  0.000E+00
